intent,utterance
7,how to view my invoice
2,"I need information, can you speak with Customer Service?"
6,I can't understand you and I want to talk to a human
4,"I want to track my shipment, tell me where to do it"
10,where can I cancel my account?
2,can you show me the mail address of the Customer Support?
8,i forgot my password and i want to recover it
10,"I don't weant my account, how do I cancel it?"
8,how do I retrieve my account password?
1,ive got no online account and id like to register
7,help me view my bills
1,can you tell me if I can create more than one online account with a single email?
9,"I made a mistake, can u ask an agent to change my purchase?"
7,"I didn't receive my bill, can you view it?"
0,"I got an error message when I attempted to make a payment, but my card was charged anyway and I want to report it"
5,"the show was postponed, how could I obtain a refund?"
11,"I'm discontent with the service, how do I make a consumer complaint?"
8,ask an agent if I can reset my fucking password
2,ask an agent what the free number to contact Customer Service is
0,"I get an error when I attempt to make a payment for my online order, can you help me?"
1,"I don't have an account, what do I have to do to open one?"
8,"my profile was hacked, what can i do to recover it?"
5,"I want to request a refund, can you help me?"
12,"i want to file a comment, could u help me?"
5,the game was cancelled and i want to get a refund
1,can I create two online accounts with the same email?
4,I want to know how to track my delivery
12,"im happy with the service, lodge an opinion"
2,can you find information about the email of the Client Service?
1,"I've got no online account, what can I do to open one?"
11,"I don't like the service, how can I lodge a complaint?"
5,"I need a reimbursement, what should I do?"
11,im not happy with the service and i wanna file a consumer complaint
0,"i get an error message when i try to make a payment with card, what do i have to do?"
8,"I lost my password, I need hlp recovering it"
11,how to make a consumer complaint for a service
10,"I don't want my online account, can I close it?"
2,"i need information, what can i do to contact customer support?"
11,"I'm discontent with the service, how can I make a consumer complaint?"
4,ask an agent to track my order
9,"I ordered an item, what do I have to do to change my purchase?"
3,can you tell me how to obtain some invoices?
9,"I want to change my order, tell me where I can do it"
2,ask an agent how i cn speak with customer service
9,do you mind asking an agent where I can modify my order?
5,help me obtain a reimbursement
2,what's the mail address to contact Client Service?
8,"i lost my password, help me reset it, please"
0,"I have a problem when trying to pay for my order, how can I report it?"
9,"I ordered a product, help me change my purchase"
4,can you ask an agent if i can check my delivery?
2,show me the email to contact client service
3,where do I obtain an invoice?
4,"I want to view the status of my purchase, what do I have to do?"
11,"I don't like the service, file a complaint"
2,how do i contact customer service?
0,"I got an error message when I attempted to pay, but my card was charged anyway, can you notify it?"
7,"I lost my bills, can I see them?"
1,can i create several profiles with the same email?
2,"please, can u show me the free phone number to contact Customer Service?"
3,"i wanna get a fucking invoice, could you tell me how to do it?"
2,can you call Customer Support?
7,can u ask an agent where to check my bill?
4,"i want to check the status of my order, what can i do?"
8,"my account was hacked, what can i do to get it back?"
1,"i dont have a user account, what can i do?"
9,"I bought something, how do I modify my order?"
3,can you ask an agent how I can obtain some invoices?
6,can I speak with a person?
1,can you tell me if I can own several profiles?
9,I want information about modifying my purchase
2,"I want information, can I talk to Customer Service?"
2,is there a free phone number to contact customer service?
0,could you ask an agent how I can report fucking issues with my payment?
8,"my account's been hacked, can you get it back?"
5,"I want a reimbursement, what do I have to do to obtain one?"
5,"I need a reimbursement, what can I do?"
4,whenwill my shipment arrive?
8,"my usr account was hacked, help me recover it"
3,I want to know if I can obtain a bill
11,"I want to submit a consumer complaint, what should I do?"
10,"i changed my mind, what can i do to cancel my account?"
8,"my user account was hacked, i need help recovering it"
5,"can you ask an agent what I can get a fucking refund for, please?"
4,I want to know how to know where my delivery is
5,the event was cancelled and i wanna get a refund
4,were do i check the status of my purchase?
0,"I get an error when I attempt to pay for my online order, what should I do?"
7,"i can't find my bills, check them"
8,"I need help resetting my password, please"
0,"I have an issue paying for my order, what should I do to report it?"
8,"I forgot my password, what can I do to reset it?"
8,"I fborgot my password, can you recover it?"
8,"my profile was hacked, can u belp me ?"
9,ask an agent how to modify my order
5,"the game was postponed, how can I request a refund?"
13,do I get an ufll refund if I cancel my ticket?
8,"I forgot my password, can you help me?"
7,"I didn't receive my invoices, could you check them, please?"
1,how can i open an account?
1,"i need an online account, what can i do to create one?"
1,i wanna know if i can create two online accounts with a single email address
1,i need an online account and i want to create one
4,I want to know if I can track my order
9,"I bought a product, can I change my order?"
11,"i wana filea consumer complaint for a service, can u help me?"
0,"I got an error when I tried to pay, but my card was charged anyway, what do I have to do to report it?"
7,"i want to see my invoices, what should i do?"
4,tell me if my order ia on its awy
10,can you ask an agent where I could remove my profile?
10,"i dont want my fucking account, could u delete it?"
9,can you tell me if I can change my order?
11,"i wanna make a consumer complaint fror a service, can u help me?"
8,"my user account was hacked, and I need help getting it back"
2,could you ask an agent if I can speak with Customer Support?
7,I can't find my bklls and I want to check them
11,how can i lodge a ccomplaint for a service?
11,"I want to submit a complaint, what do I have to do?"
1,i wanna know if i can create more than one user account with a single email
2,"I want information, how do I speak with Customer Service?"
0,"I didn't get a payment confirmation, what do I have to do?"
7,I lost my invoices and I want to view them
10,ask an agent how i can cancel my account
1,"ive got no online account, can i create one?"
3,I want to know if I can get some bills
6,"I cannot understand you and I would like to speak with fucking someone, please"
12,I need help leaving an opinion
0,can I notify issues paying?
2,"i want information, can i talk to client service?"
0,ask an agent how to inform of problems making a payment
7,"i can't find my fucking invooice, could y view it, please?"
1,"please, could you tell me if I could register several accounts with a single email address?"
3,can you tell me where I can obtain an invoice?
8,"my user account was hacked, what should I do?"
5,"the show was postponed, how do I request a refund?"
7,ask an agent how to check my invoice
5,"I ened a refund, get one"
7,"I didn't receive my bill, hwat can I do to see it?"
1,can I register two accounts with the same email address?
10,I changed my mind aznd I want to delete my user account
7,I lost my invoices and I want to check them
8,"i wanna retrieve my account password, what do i  have to do?"
0,the payment won't go through
4,where do I check the status of my purchase ?
12,can I leave an opinion for a service?
11,"please, could you ask an agent where I can file a consumer complaint?"
13,im interested in your money back guarantee and i want to know about it
13,I don't know anything about your fucking reimbursement policy and I'd like to know about it
11,"I'm discontent with the service, can I file a complaint?"
8,I want to reset my password
7,"i didn't receive my bill, how could i check it?"
10,"I don't want my profile, cancel it"
4,can you check my packages?
2,I want to speak with Client Service
9,"I bought an item, how do I modify my order?"
8,my account was hacked and i want to recover it
10,how do i close my profile?
7,how acn  I check my invoice?
4,how to track my order
0,ask an agent how to report fucking problems paying
6,"youre not helping, what should i do to talk to a person?"
2,"I need information, what can I do to call Customer Service?"
13,I'm interested in your money back guarantee and I want information about it
1,"I've got no user account, how can I open one?"
2,show me the mail address to contact Client Service
3,information about donwloading some bills
12,"i wanna submit a comment, what can i do  ?"
4,how to track my packages
3,ask an agent how I could get some bills
10,"I changed my mind, can you delete my usef account?"
12,"im happy with the service, help me make an opinion"
7,"i lost my invoices, how can i check them?"
4,can u ask an agent how i can view the status of my purchase?
12,"i want to submit an opinion, what do i have to do?"
8,"my profile's been hacked, how can I recover it?"
1,can I register several profiles with the same email address?
3,"i'd like to see an invoice, can you tell me where I can do it, please?"
0,"could you ask an agent how I could solve a payment problem, please?"
10,"I don't want my profile, can you remove it?"
2,"I want information, can you speak with Customer Service, please?"
8,"I forgot my account password, how do I reset it?"
13,how to see your refund policy
3,I wanna get information about requesting a bill
11,"I'm not happy with the service, can I make a consumer complaint?"
4,can you tell me where to check my delivery?
12,"I want to make a comment for a service, what do I have to do?"
0,help me notify problems making a payment
3,I want to know where to see an invoice
8,"my account was hacked, what should I do to get it back?"
10,"I don't want my user account, can I remove it?"
8,"my user account was hacked, how can I get it back?"
13,"I don't know anything about your refund policy, can you tell me about it?"
7,"I want to check my invoices, what should I do?"
0,help me solve problems making a payment
9,"I bought a product, what should I do to change my order?"
6,"i cant understand you, can u speak with someone?"
7,ask an agent where to view my bill
10,"I don't want my account, how do I delete it?"
7,I want information about my invoice
4,"I'd like to see the status of my order, can you help me?"
3,"I want to get an invoice, can you give me some information?"
0,"i got an error when i attempted to pay, but i was charged anyway, how can i report it?"
10,I don't want my profile and I want to remove it
2,can you show me the mail address of the Client Service?
7,could you ask an agent to show me information about my bills ?
3,I want information about downloading some bills
8,"I can't remember my password, I need help retrieving it"
7,I didn't receive my invoice and I want to check it
5,"the game was cancelled, can I get a reimbursement?"
0,"please, ask an agent how to report a problem paying"
13,I want information about your refund policy
1,"I have no online account, how do I open one?"
4,can I check my shipment?
3,"please, i wanna know if i could request some fucking bills"
8,I can't remember my password and I want to recover it
2,"i need information, how can i speak with customer service?"
5,can you ask an agent how I could get a fucking refund?
3,obtain some bills
6,I do not understand you and I would like to speak with a human  agent
1,I want to know if I can register several accounts with a single email address
8,"i wanna reset my account password, what can i do?"
1,could you tell me if I could register more than one online account with the same email?
9,"I made a mistake, what should I do to modify my order?"
4,I want to know if I can track my delivery
7,"please, can u ask an agent to show me my invoices?"
8,"my fucking account's been hacked, what can I do to recover it?"
4,I want to know how to check my deliveries
0,"I have a problem when trying to pay for my online order, can I notify it?"
13,can you find information about your money back guarantee?
7,"I lost my bills, can you check them?"
5,"the event was cancelled, what can I do to get a reimbursement?"
10,"I changed my mind, can you remove my account?"
4,can you ask an agent how I can track my shipment?
13,"I want to view your reimbursement policy, what can I do?"
10,"I changed my mind, what can I do to delete my account?"
10,"I want to delete my online account, where can I do it?"
13,can u ask an agent how i can see their money back policy?
4,could u ask an agent to track my shipment?
9,I want to modify my purchase before you send it
6,"you arent helping, could i contact someone, please?"
5,how to request an reimbursement
13,where can I see your money back guarantee?
7,"I lost my invoice, what do I have to do to see ti?"
2,I want to know what the mail of Customer Support is
5,"the concert was cancelled and id like to obtain a reimbursement, please"
1,I want to know if I can create two user accounts with a single email address
9,"I ordered something, what can I do to change my purchase?"
13,I need help seeing your money back policy
0,how do I solve an issue paying?
10,"I'd like to remove my user account, how could I do it?"
1,tell me if I can create two accounts with the same email address
9,"I purchased an item, can i modify my purchase?"
10,"I changed my mind, I need help removing my account, please"
3,I wanna know where to see an invoice
0,could u ask an agent how i could inform of a fucking payment problem?
12,I want to leave an opinion for a service
3,"please, do you mind asking an agent how I can see an invoice?"
7,"i didn't receive my invoices , i need help viewing thme"
4,can you tell me if I can track my delivery?
11,"im not happy with the service and i want to file a complaint, please"
2,"I have a question, can I send an email to Customer Service?"
6,speak with a human agent
7,"I can't find my bills, how do I view them?"
4,can u check my package?
3,I wanna know something about obtaijing an invoice
8,someone stole my account password and i want to recover it
10,"I don't want my account, how can I remove it?"
4,can you tell me how I cfan check my delivery?
9,i wanna get information about modifying my order
9,tell me how to change my purchase
6,"you aren't helping, I need help contacting someone"
1,"I want an account, what can I do?"
8,"my fucking profile was hacked, what should i do to get it back?"
0,"I didn't get a payment validation, what can I do?"
1,can you tell me if I can register several user accounts with the same email address?
5,"the game was cncelled, how do I get a reimbursement?"
5,"the event was postponed, how do I get a reimbursement?"
2,"I have a question, how do I talk to Client Service?"
2,can you show me the mail of Client Service?
1,"I have no user account, could you create one, please?"
7,"please, can you ask an agent how to check my bills?"
0,"please, could you ask an agent if I can inform of a problem with my payment?"
0,"an error pops when I try to make a payment with card, what can I do?"
6,youre not helping and i want to talk to someone
7,I didn't receive my invoices and I want to check them
7,"I didn't receive my bills, help me check them"
1,can I register several user accounts with the same email address?
8,"i forgot my password, can u retrieve it?"
7,"I can't find my bill and I'd like to view it, please"
11,"im not happy with the service, file a consumer complaint"
9,"I bought somethikng, how can I change my order?"
7,"I lost my invoices, help me se them"
6,"you're not helping, help me contact a human agent"
4,can I see where my order is?
2,id like to see the fucking mail address to contact Customer Support
6,"I don't understand you, can I talk to a human agent?"
4,"could u ask an agent how to know where my shipments are, please?"
1,"I don't have a profile, what should I do?"
9,"I purchased a product, how can I change my purchase?"
12,I want to write an opinion
10,"ask an agent where I can cancel my fucking user account, please"
8,"my account was hacked, what do I have to do?"
9,"I purchased something, how can I modify my order?"
13,ask an agent how i can view their reimbursement policy
11,i dont like the service and i wanna make a complaint
9,"please, i want to ask for information about modifying my purchase"
3,can you tell me if i can download some invoices?
10,"I changed my mind, what ahould I do to close my profile?"
4,"I want to check my package, can you tell me where to do it?"
9,"I ordered an item, how can I change my order?"
4,I want to know if I can track my shipment
2,"could you tell me the fucking no to contact client service, please?"
1,I've got no online account
6,"you arent helping, what should i do to talk to a human?"
3,could you ask an agent where I can request a fucking bill?
9,"i bought something, what can i do to change my purchase?"
3,how to see some invoices
9,"i want to know how to change my fucking order, please"
9,"I made a mistake, what do i have to do to change my order?"
3,"I wanna request an invoice, can you give me some information?"
3,i want to know how to dowmmload some invoices
11,where can i lodge a complaint for a service?
10,"I don't want my profile, what do I have to do to remove it?"
6,I don't understand you and I want to talk to a human agent
8,my online account was hacked and I want tyo get it back
4,I want to know where my purchase is
0,help me report an issue with my payment
13,can u ask an agent whats their reimbursement oplicy?
2,"i want information, could i contact customer support, please?"
0,"i have a problem paying, what should i do to report it?"
10,can u ask an agent to remove my profile?
1,i have no online account and i wanna register
7,"please, could u ask an agent where i could check my fucking bills?"
5,"i want a refund, what do i have to do to obtain one?"
7,I need help viewing my bills
9,"I made a mistake, what do I have to do to change my purchase?"
10,"i changed my mind and i wanna remove my account, please"
5,how do I get a refund?
11,I need help filing a consumer complaint
11,"im not happy with the service, what do i have to do to make a complaint?"
9,"I bought an product, help me modify my purchase"
0,"I get an  error when I try to pay, can you help me?"
13,can i vfiew your money back policy?
12,"I'm happy with the service, I need help submitting an opinion"
11,where to make a consumer complaint for a service
10,"I changed my mind, what should I do to cancel my account?"
9,I made a mistake and i wanna modify my order
2,can u send an email to fucking customer support?
2,can u ask an agent what the number to contact customer service is?
1,I want to know if I can create two online accounts with a single email
5,"the concert was postponed, help me get a reimbursement"
7,"I can't find my bill, show it"
1,ask an agent where i can register
10,"I changed my mind, can you close my account?"
13,"I want to view your refund policy , what do I have to do?"
2,"i have a question, what should i do to speak with customer service?"
2,"i need information, can u send an email to customer service?"
3,help me download some bills
2,"I have a question, how can I speak with Customer Support?"
4,I wanna know how I can know where my orders are
4,I want to track my shipment
13,where can i check your reimbursemet policy?
2,tell me what the phone no of Customer Service is
2,"i need information, i need help sending an email to customer support, please"
12,"I want to submit a review, can you helpo me?"
1,can you tell me if I can register two accounts with the same email?
13,I'm interested in your money back policy and I need informtaion abuot it
9,modkfy my order
13,I want to check your refund policy
7,how do I view my invoice?
1,can I open an online account?
0,"an error pops when I try to make a payment for my order, what can I do?"
1,can I create more than one online account with a single email?
9,"I purchased something, what should I do to modify my order?"
4,"I wanna check my deliveries, tell me where I can do it"
13,"im interested in their money back guarantee, ask an agent about it"
4,"I want to check my package, can you tell me where I can do it?"
3,tell me if I can get a fucking bill
6,"youre not helping, what should i do to contact a human?"
6,"you're not helping, what do I have to do to contact a human agent?"
11,"I don't like the service, how do I submit a complaint?"
10,how do I delete my user account?
4,"I want to check my deliveries, tell me where I can do it"
1,"I've got no fucking account, I need help opening one"
8,"I forgot my account password, I need help resetting it"
3,I want to request information about egtting an invoice
3,"I wanna know how I could download a fucking invoice, please"
4,can you tell me where to check my package?
2,"I need information, how do I contact Customer Support?"
8,"I forgot my password, recover it"
4,"could u ask an agent if i could track my packages, please?"
6,"i dont understanbd you, how do i talk to a person?"
0,can I inform of payment issues?
0,could you ask an agent how to notify problems making a payment?
5,can u ask an agent how i can receive a reimbursement?
6,"I don't understand you, how can I speak with a person?"
10,"i changed my mind, how can i cancel my user account?"
5,"I want a reimbursement, obtain one"
4,where do I check the status of my order?
2,"i want information, how do i send an email to customer service?"
8,"I lost my acvount password, how do I retrieve it?"
5,i want to request a refund
9,"I ordered a product, what should I do to modify my order?"
9,"i bougbt something, what can i doto modify my order?"
3,tell me where to download an invoice
3,I wanna know where to download a bill
7,"I didn't receive my invoices, help me view them"
7,"I didn't receive my invoice, can you show it?"
6,"youre not helping, speak with an human agent"
3,can you tell me where I can request a bill?
3,"i wanna get an invoice , can you tell me where I can do it?"
7,can u ask an agent to show me information about my invoice?
10,"I want to remove my user account, where can I do it ?"
12,where can I leave an opinion for a service?
6,"youre not helping, how do i speak with someoone?"
12,"I'm happy with the service, I need help making a comment"
0,"I got an error when I attempted to pay, but I was charged anyway, can you inform of it?"
3,"I wanna download a bill, can you give me some information?, please"
9,I made a mistake and I want to change my order
7,"I didn't receive my bill, how do I see it?"
0,"i wanna notify an issue making a payment, what can i do?"
3,is it possible to request some invoices?
6,"I don't understand you, what can I do to contact a human?"
11,where can I make a consumer complaint for a service?
1,"i dont have a profile, can u help me?"
4,can i track my order?
10,"I don't want my profile, can you close it?"
3,tell me where to obtain a bill
6,"you aren't helping, contact a human agent"
4,show me the status of my purchase
8,can u ask an agent to retrieve my account password?
5,"I would ike a refund, help me get one"
11,"I want to lodge a complaint, what do I have to do?"
13,I need help viewing your money back guaranee
5,"the concert was postponed, how do I get a refund?"
6,"I can't understand you, what can I do to contact someone?"
5,"please, ask an agent where I could reecive a refund"
0,help me notify issues with my payment
2,tell me what the free phone number of Custoomer Support is
9,"I made a mistake and i wanna change my fucking purchase, please"
7,"could u check my ibll, please?"
10,I changed my mind and I want to close my account
13,"please, can u ask an agent to show me information about their money back policy?"
4,"i want to check my delivery, tell me how I can do it"
11,"I don't like the service, help me make a consumer complaint"
2,"I want information and I want to talk to Customer Support, please"
2,how do I call Customer Support?
8,"my user account's been hacked, what do I have to do to recover it?"
0,"I have a problem paying with card, I need help reporting it"
10,"I change my mind, what should I do to delete my online account?"
2,can you tell me the ermail address to contact Customer Support?
11,"I don't like the service, what do I have to do to file a complaint?"
8,"I lost my account password, what can I do to recover it?"
1,tell me if I can register more than one account with the same email
11,where can I file a complaint?
4,I want to know where to track my orders
6,"you aren't helping, how do I speak with a human agent?"
11,"I want to submit a complaint, can you help me?"
5,"the show was cancelled, what can I do to obtain a reimbursement?"
10,"I don't want my account, I need help closing it"
3,I wanna ask for information about requesting some bills
4,"i want to view the status of my purchase, what can i do?"
0,"I got a error when I tried to make a payment, but I was charged anyway, what should I do?"
3,I want to know something about requesting some invoices
5,"the game was cancelled, how can i get a refund?"
0,"I have an issue when trying to pay with card, what do I have to do to report it?"
9,can you tell me how I can modify my purchase?
11,"I want to file a consumer complaint for a service, what can I do?"
2,i wanna see the mail address tocontact Client Service
4,"can you ask an agent what my package of ym fucking shipment is, please ?"
9,I want to know where I can modify my purchase
6,"you aren't helping, how do I contact someone?"
6,you are not helping and I would like to speak with a human agent
3,where to get a bill
5,"the concert was cancelled, help me get a reimbursement"
2,"I want information , how can I speak with Client eSrvice?"
1,"I have no profile, what should I do?"
5,"the event was cancelled, how can I get a refund?"
13,how can I see your reimbursement policy?
6,"I can't understand you, can I talk to a person ?"
3,"I want to obtain some bills , tell me how I can do it"
6,"you aren't helping, what should I do to speak with a human?"
10,how to cancel my user account
13,I want to see your refund policy
10,"I don't want my user account, help me cancel it"
10,"I changed my mind, can I close my user account?"
10,"could u ask an agent where i can close my profile, please?"
9,"I made a mistake, can you ask an agent to chaneg my purchase?"
1,I want to know if I can create two profiles with the same email address
0,I have an issue making a payment with card
10,"could you ask an agent how to cancel my account, please?"
10,"I don't awnt my account, cancel it"
4,i wanna know how to check my orders
6,I need help speaking with a human agent
3,"I wanna request a bill, can you tell me where I can do it?"
10,"i dont want my profole, cancel it"
8,"my account was hacked, how can I recover it?"
7,"i didn't receive my bills, how do i see them?"
2,"Ihave a question, what do I have to do to contact Customer Support?"
5,the show was cancelled and I want to request a refund
6,"u are not helping, i need help talking to a human agent"
4,"I want to view the status of my order, could you help me?"
4,where to track my shipment
1,tell me if I can create several accounts with the same email
9,"i ordered a product, i nede help modifying my order"
2,whats the free phone number to contact client service?
3,tell me about getting a bill
8,"ask an agent how i could reset my password, please"
1,"I haven't got an account, what should I do?"
3,"I wanna request a bill, tell me how to do it"
3,where can I obtain an invoice?
9,"I bought something, can I modify my purchase?"
12,where do I write an opinion for a service?
1,"I have no user account, how can I open one?"
3,"I want to obtain an invoice, tell me where to do it"
3,"I'd like to ask for information about getting some invoices, please"
7,"I want to see my bills, can you help me?"
13,I need help seeing your reimbursement policy
5,"the concert was postponed, what can I do to obtain a reimbursement?"
6,help me talk to someone
10,"i changed my mind, cancel my user account"
9,I want to know if I can modify my purchase
9,I purchased an item and I want to change my purchase
0,"please, can u ask an agent how i could inform of a payment problem?"
6,I can't understand you and I want to speak with a person
3,ask an agent how I can request somebills
9,tell me if i can modify my purchase
4,ask an agent how to know where my deliveries are
7,"I didn't receive my invoice, I need help checking it"
3,can you tell me where I can request an invoice?
12,"I want to file a comment, what do I have to do?"
0,"I get an error when I try to pay for my online order, what should I do?"
11,"I'm discontent with the service, how can I submit a complaint?"
7,"ask an agent where i can se my bill, please"
0,"can u ask an agent how i could notify issues with my payment, please ?"
9,"I want to change my purchase, tell me where to do it"
7,information about my bill
11,I need help lodging a complaint
9,"i bought an item and i want to modify my order, please"
2,can you tell me the free phone no to contact Client Service?
10,"I don't want my profile, how do I delete it?"
12,could u ask an agent how to write a fucking opinion for a service?
0,"I have an issue when trying to pay for my online order, what can I do?"
0,"I have an issue paying for my order, what should I do to inform of it?"
6,"you're not helping, how do I speak with a human agent?"
13,can you find information about your money back policy?
13,"I don't know anything about your money back policy, can you tell me about it?"
5,"I want a reimbursement, what do I have to do?"
2,"i have a question, speak with client service"
11,"I'm not happy with the service, help me file a complaint"
0,"can u ask an agent if i can notify a fucking problem paying, please?"
13,"I'd like to view your reufnd policy, what should I do, pleae?"
6,"I can't understand you, help me talk to a human agent"
2,ask an agent how to speak with customer service
0,can u ask an agent if i can notify an issue with my payment?
4,"i want to check my deliveries, tell me how I can do it"
3,I want information about downloading an invoice
2,help me talk to client service
2,"I have a question, call Customer Service"
9,"i bought an item, how do I modify my purchase?"
3,"I want to see some bills, tell me how I can do it"
7,"please, could u ask an agent to give me information about my invoice?"
6,how can I contaact a human agent?
9,"i made a mistake and I would like to modify my purchase, please"
7,"I didn't receive my invoices, I need help checking them"
6,"you're not helping, can I talk to someone?"
12,"i am happy with the service, can i file a review?"
12,"please, could u ask an agent how to leave a review for a service?"
1,can I create an online account?
4,where do I check my shipments?
11,"ask an agent how i could make a fucking complaint for a service, please"
2,I want information and I want to talk to Client Service
2,how to call Customer Support
5,the event was cancelled and i want to get a refund
2,I need information and I want to talk to Customer Support
0,"I have a problem when trying to pay, what should I do to notify it?"
9,i wanna know how to modify my purchase
1,"i need an account, how do i open one?"
12,I would like to write a fucking review
2,can you give me information about the email of the Client Service?
0,i have an issue paying for my online order
0,can u ask an agent were i can inform of issues with my payment?
8,i cant remember my password and i want to retrieve it
10,"I don't want my online account, what should I do to delete it?"
11,"I'm discontent with the service, can you make a complaint?"
5,how to request a refund
5,how do i receive a  reimbursement?
5,"the show was postponed, what should I do to request a reimbursement?"
7,"I can't find my invoice, how can I see it?"
5,"the concert was postponed, what should I do to request a refund?"
10,I need help removing my profile
1,can you tell me if I could register more than one user account with an single email?
12,"i am happy with the service, what should i do to lodge a reiew?"
5,"i wanta reimbursement, what should i do?"
10,"could you ask an agent how I can remove my profile, please?"
1,i wanna know if i can register more than one account with a single email address
9,"I ordered an item, how do I change my order?"
4,how can I check my package?
11,"I want to submit a consumer complint for a service, what should I do?"
3,I want to know where I cfan request an invoice
2,"I want information, can you speak with Customer Service?"
4,how can I check my shipments?
9,"I ordered an item, help me change my purchase"
1,can I register two profiles with the same email address?
2,"please, could u ask an agent what the mail to contact customer service is?"
2,"i need information, can u contact customer service?"
8,"I forgot my oassword, can you retrieve it?"
2,"I want information, what should I do to send an email to Client Service?"
4,can u ask an agent how to view the status of my purchase ?
5,ask an agent if i can receive a refund
6,"you aren't helping, can I speak with a human agent?"
6,"youre not helping, how can i contact a human agent?"
7,"I can't find my invoice, how can I check it?"
7,"I lost my invoice, I need help seeing it"
8,"my online account's been hacked, what can I do?"
11,"i dont like the service, help me lodge a complaint"
12,"I want to file a comment for a service, what can I do?"
12,"I'm happy with the service, what can I do to submit a review?"
2,can you tell me the mail address of the Customer Service?
1,"I want an online account, help me create one"
0,"I got an error message when I tried to make a payment, but I was charged anyway, can I notify it?"
4,"id like to track my orders, can you tell me how to do it?"
12,"I'm happy with the sevice, can I lodge a review?"
7,"I lost my bill, how can I check it?"
0,can u ask an agent where to notify an issue with my payment?
7,can u ask an agent how to view my invoice?
2,"I want information, can I sernd an email to Customer Support?"
4,I need help checking my package
8,"i lost my account password, help me reset it"
13,can you tell me about your money back guarantee?
6,"I can't understand you, I need help speaking with a person"
8,"i want ro reset my account password, what do i have to do?"
8,"I forgot my password, how can I retrieve it?"
10,were do I cancel my account?
5,"ask an agent when I will get a reimbursement, please"
6,csn you contact a human?
9,"I purchased something, how do I modify my order?"
3,tell me if I can obtain some invoices
5,"the game was cancelled , how can I request a reimbursement?"
2,"can you tell me the email address to contact client service, please?"
13,"I want to check your reimbursement policy, what do I have to do?"
10,"I do not want my online account and I would like to remove it, please"
2,i want to see the mail to contact Customer Service
5,the event was postponed and I want to request a refund
3,send me an invoice
10,"i changed my mind, what can i do to delete my online account?"
1,"please, tell me if I can register two online accounts with a single email"
9,"i bought something, what do I have to do to modify my order?"
0,"I have a problem paying, how do I notify it?"
1,"I have no user account, I need help registering"
10,"i dont want my account, what can i do to remove it?"
8,"i want to reset my password, how can i do it?"
3,what can you tell me about requesting some bills?
13,"can you tell me abput your reimbursement policy, please?"
9,"i ordered an item, could i change my order?"
2,"please, could you tell me the email of Client Service?"
2,"i have a question, what can i do to call client service?"
9,"I purchassed osmething, how can i modify my order?"
12,where to write an opinion for a service
1,I don't have an account and I want to create one
10,where to cancel my user account
1,"I want an online account, open one"
5,can u ask an agent if i could receive a refund?
2,can you show me the email address of the Customer Service?
13,where to check your refund policy
2,"i need information, what do i have to do to speak with customer service?"
11,"I'm discontent with the service, what do I have to do to lodge a consumer complaint?"
6,"you're not helping, I need help talking to a human"
0,"I got an error when I attempted to make a payment, but my card was charged anyway, what should I do to inform of it?"
9,i wanna make a change in my purchase
11,"I don't like the service, what can I do to lodge a complaint?"
8,ask an agent if I could recover my account password
3,"i want to request a bill, tell me were to do it"
2,"I want information, what can I do to talk to Customer Service?"
7,"I can't find my bill, can you view it?"
4,how can I know where my delivery is?
1,"I haven't got an account, can I open one?"
1,can I create several profiles with a single email?
8,"I lost my password, I need helpresetting it"
6,"you're not helping, help me contact a human"
9,"I made a mistake, modify my purchase"
6,"you arent helping, what do i have to do to speak with a human?"
4,ask an agent if my package is out for delivery
0,"I have a problem making  a payment with card, can you notify it?"
8,"someone stole my account password, what should I do to recover it?"
11,how do I lode a complaint for a service?
8,"I lost my account password, how could I reset it?"
6,"I do not understand you and I would like to speak with a fucking human, please"
9,"I bought an item and i'd like to modify my order, please"
12,how can I write an opinion?
0,where do I report problems making a payment?
4,ask an agent if i could track my fucking packages
5,"the show was cancelled, can i request a reimbursement?"
2,"I have a question, I needd help talking to Client Service"
9,"I want to change my order, can you tell me wshere to do it?"
0,help me report issues paying
8,"i cant remember my account password, can u help me?"
6,"i cant understand you, can i speak with someone, please?"
10,can u ask an agent where i can remove my profile?
10,"I changed my mind, cancle my user account"
7,were to check my invoices
0,"i got an error when i tried to make a payment, but i was charged anyway, how can i report it?"
5,"i want a refund, what do i have to do to request one?"
8,"my profile's been hacked, how do I get it back?"
12,I want to write an opinion for a service
4,"please, can you ask an agent how to know where my fucking shipments are?"
1,"I have no user account, register"
2,can you tell me the email to contact Customer Service?
10,"I changed my mind, what should I do to cancel my online account?"
8,help me retrieve my password
12,"can you ask an agent if I can write an opinion for a service, please?"
3,I want to know where to request a bill
12,"I want to lodge an opinio for a service, can you help me?"
3,i want to know if I can see some bills
7,I didn't receive my invoices and I want to view them
12,ask an agent how to leave an opinion for a service
6,"I don't understand you, talk to a person"
5,"i need a refund, what should i do to get one?"
1,I want to create a profile
1,"I need an online account, can you open one?"
11,"I'm discontent with the service, can you submit a complaint?"
12,help me leave a comment for a service
9,i wanna get information about changing my purchase
8,"my user account was hacked, can I get it back?"
3,information about requesting an invoice
13,"i want to view your refund policy, can u help me?"
12,how do I write a review?
11,"I'm not happy with the service, can I file a complaint?"
1,can u ask an agent if i can create a profile?
